,codigo_curso,curso,codigo_estabelecimento,estabelecimento,escola,regime_pos_laboral,regime_noturno,total_candidatos,total_colocados
935,9099,Engenharia do Ambiente,1105,Universidade do Porto,Faculdade de Engenharia,0,0,182,34
936,9040,Ciências da Linguagem,1506,Universidade de Lisboa,Faculdade de Letras,0,0,220,32
937,9252,Tradução,1506,Universidade de Lisboa,Faculdade de Letras,0,0,329,59
938,9006,Arqueologia,1506,Universidade de Lisboa,Faculdade de Letras,0,0,227,40
939,9873,Design Gráfico,3033,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,1,0,95,28
940,L175,Música em Contextos Comunitários,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,1,1
941,9074,Design Industrial,3033,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,0,0,225,39
942,9110,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,263,45
943,9186,Informática de Gestão,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,9,1
944,9914,Estudos Asiáticos,1506,Universidade de Lisboa,Faculdade de Letras,0,0,137,27
945,8029,Finanças e Contabilidade,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,317,31
946,9003,Agronomia,3125,Instituto Politécnico de Portalegre,Escola Superior de Biociências de Elvas,0,0,20,6
947,8311,Engenharia em Desenvolvimento de Jogos Digitais,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,0,0,151,37
948,9139,Filosofia,1506,Universidade de Lisboa,Faculdade de Letras,0,0,298,47
949,L061,Gestão do Turismo e da Hospitalidade,3095,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,0,0,13,1
950,8458,Estudos Gerais,1506,Universidade de Lisboa,Faculdade de Letras,0,0,348,62
951,9898,Arte e Design,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,183,56
952,9087,Engenharia Alimentar,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,1,0
953,9043,Ciências e Tecnologias da Documentação e Informação,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,113,25
954,9133,Estudos Clássicos,1506,Universidade de Lisboa,Faculdade de Letras,0,0,103,19
955,L181,Engenharia Informática Médica,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,0,0,125,26
956,9123,Engenharia Mecânica,1105,Universidade do Porto,Faculdade de Engenharia,0,0,926,210
957,9082,Educação Ambiental,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,22,3
958,9119,Engenharia Informática,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,160,29
959,L069,Tecnologia Biomédica,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,41,8
960,9112,Engenharia Eletrotécnica e de Computadores,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,7,2
961,8316,Engenharia de Sistemas,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,242,40
962,L010,Ciências da Arte e do Património,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,142,30
963,9813,Medicina,1110,Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,0,0,799,155
964,9829,Assessoria e Tradução,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,1,0,93,27
965,9254,Turismo,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,179,49
966,9117,Engenharia Geotécnica e Geoambiente,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,40,15
967,9026,Ciências da Educação,1109,Universidade do Porto,Faculdade de Psicologia e de Ciências da Educação,0,0,450,47
968,9848,Animação Turística,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,51,14
969,9223,Química,1103,Universidade do Porto,Faculdade de Ciências,0,0,130,20
970,9847,Medicina Veterinária,1201,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,0,0,456,93
971,8374,Línguas para Relações Internacionais,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,188,61
972,9085,Enfermagem Veterinária,3125,Instituto Politécnico de Portalegre,Escola Superior de Biociências de Elvas,0,0,103,30
973,L237,Engenharia e Biotecnologia Florestal,1201,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,0,0,11,2
974,8519,Secretariado de Direção e Administração,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,192,44
975,9086,Engenharia Agronómica,1201,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,0,0,33,8
976,9563,Desporto,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,112,51
977,9058,Contabilidade e Administração,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,688,216
978,9125,Engenharia Química,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,1,0
979,9385,Matemática Aplicada,1103,Universidade do Porto,Faculdade de Ciências,0,0,398,55
980,8417,Engenharia de Sistemas Informáticos,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,1,0,108,33
981,9147,Gestão,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,340,111
982,9186,Informática de Gestão,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,183,41
983,9870,Contabilidade e Administração,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,1,0,131,51
984,9053,Comunicação Empresarial,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,405,43
985,9219,Psicologia,1109,Universidade do Porto,Faculdade de Psicologia e de Ciências da Educação,0,0,1070,123
986,9098,Engenharia de Telecomunicações e Informática,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,246,40
987,L023,Marketing e Negócios Internacionais,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,447,58
988,9119,Engenharia Informática,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,167,36
989,8514,Gestão de Eventos,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,77,26
990,L097,Estudos Comparatistas,1506,Universidade de Lisboa,Faculdade de Letras,0,0,52,16
991,9933,Animação e Produção Artística,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,49,21
992,9205,Marketing,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,309,33
993,A004,"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,42,9
994,L305,Gestão e Biociências,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,39,12
995,9227,Recursos Humanos,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,447,46
996,9125,Engenharia Química,1105,Universidade do Porto,Faculdade de Engenharia,0,0,323,63
997,9904,Arte Multimédia,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,279,73
998,L056,Comércio e Relações Económicas Internacionais,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,272,36
999,8005,Marketing,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,1,0,177,29
1000,9182,História da Arte,1506,Universidade de Lisboa,Faculdade de Letras,0,0,328,41
1001,9204,"Línguas, Literaturas e Culturas",1506,Universidade de Lisboa,Faculdade de Letras,0,0,475,212
1002,9205,Marketing,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,845,90
1003,8409,Engenharia de Sistemas Informáticos,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,0,0,266,38
1004,9255,Turismo e Lazer,3095,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,0,0,41,3
1005,9696,Ciência de Computadores,1103,Universidade do Porto,Faculdade de Ciências,0,0,421,57
1006,9709,Ciências e Tecnologia do Ambiente,1103,Universidade do Porto,Faculdade de Ciências,0,0,250,40
1007,9130,Equinicultura,3125,Instituto Politécnico de Portalegre,Escola Superior de Biociências de Elvas,0,0,5,5
1008,9058,Contabilidade e Administração,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,188,38
1009,9178,Gestão Turística e Hoteleira,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,88,19
1010,9790,Pintura,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,265,56
1011,9104,Engenharia e Gestão Industrial,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,6,0
1012,9484,Restauração e Catering,3095,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,0,0,19,3
1013,9112,Engenharia Eletrotécnica e de Computadores,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,756,167
1014,9152,Gestão de Empresas,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,603,102
1015,9089,Engenharia Civil,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,379,51
1016,L221,Engenharia Aeroespacial,1105,Universidade do Porto,Faculdade de Engenharia,0,0,640,30
1017,L260,Design Audiovisual,3033,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,0,0,227,31
1018,9173,Gestão Hoteleira,3095,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,0,0,66,11
1019,9181,História,1506,Universidade de Lisboa,Faculdade de Letras,0,0,548,61
1020,9752,Enologia,1201,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,0,0,97,23
1021,9867,Comunicação Empresarial,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,1,0,123,24
1022,9209,Matemática,1103,Universidade do Porto,Faculdade de Ciências,0,0,365,56
1023,8399,Desenho,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,269,54
1024,9847,Medicina Veterinária,1110,Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,0,0,316,63
1025,9722,Contabilidade e Gestão Pública,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,335,40
1026,9135,Estudos Europeus,1506,Universidade de Lisboa,Faculdade de Letras,0,0,411,57
1027,9716,Comércio Internacional,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,387,35
1028,9013,Biologia Marinha,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,201,50
1029,9009,Assessoria e Tradução,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,334,55
1030,L288,Estudos de Cultura e Comunicação Intercultural,1506,Universidade de Lisboa,Faculdade de Letras,0,0,286,56
1031,9847,Medicina Veterinária,1509,Universidade de Lisboa,Faculdade de Medicina Veterinária,0,0,521,109
1032,9910,Engenharia de Energias Renováveis,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,4,0
1033,9056,Contabilidade,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,141,41
1034,8323,Línguas Estrangeiras: Inglês e Espanhol,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,156,39
1035,8413,Artes e Humanidades,1506,Universidade de Lisboa,Faculdade de Letras,0,0,296,63
1036,9540,Bioengenharia,1105,Universidade do Porto,Faculdade de Engenharia,0,0,464,98
1037,9070,Design de Comunicação,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,423,84
1038,9708,Ciências do Meio Aquático,1110,Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,0,0,191,35
1039,9866,Comércio Internacional,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,1,0,111,24
1040,9470,Design Gráfico,3033,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,0,0,402,44
1041,9147,Gestão,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,352,36
1042,9687,Bioinformática,1103,Universidade do Porto,Faculdade de Ciências,0,0,166,30
1043,L209,Engenharia Eletrotécnica e de Computadores,1105,Universidade do Porto,Faculdade de Engenharia,0,0,1005,230
1044,L227,Inteligência Artificial e Ciência de Dados,1103,Universidade do Porto,Faculdade de Ciências,0,0,525,60
1045,L131,Gestão da Restauração e Catering,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,27,7
1046,8104,"Estudos Artísticos, variante de Artes do Espetáculo",1506,Universidade de Lisboa,Faculdade de Letras,0,0,217,50
1047,9917,Estudos Portugueses,1506,Universidade de Lisboa,Faculdade de Letras,0,0,99,20
1048,9123,Engenharia Mecânica,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,15,2
1049,L310,Ciência de Dados para a Gestão,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,205,36
1050,9104,Engenharia e Gestão Industrial,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,0,0,81,16
1051,9125,Engenharia Química,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,201,53
1052,9853,Educação Básica,3162,Instituto Politécnico de Viana do Castelo,Escola Superior de Educação,0,0,236,61
1053,9890,Terapia da Fala,7045,Instituto Politécnico de Leiria,Escola Superior de Saúde,0,0,128,26
1054,9119,Engenharia Informática,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,127,28
1055,9112,Engenharia Eletrotécnica e de Computadores,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,41,2
1056,L071,Tecnologias e Sistemas de Informação para a Web,3331,Instituto Politécnico do Porto,Escola Superior de Media Artes e Design,0,0,85,34
1057,9500,Enfermagem,7045,Instituto Politécnico de Leiria,Escola Superior de Saúde,0,0,430,85
1058,9713,Cinema e Audiovisual,3331,Instituto Politécnico do Porto,Escola Superior de Media Artes e Design,0,0,85,28
1059,9833,Gerontologia,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,6,1
1060,9500,Enfermagem,7040,Instituto Politécnico da Guarda,Escola Superior de Saúde da Guarda,0,0,334,73
1061,8149,Dietética e Nutrição,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,100,21
1062,9500,Enfermagem,7030,Universidade de Évora,Escola Superior de Enfermagem de São João de Deus,0,0,282,65
1063,L124,Tecnologias do Ambiente e do Mar,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,108,32
1064,9501,Enfermagem (entrada no 2.º semestre),7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,65,23
1065,L089,Biorrecursos,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,202,28
1066,9123,Engenharia Mecânica,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,614,120
1067,9504,Fisioterapia,7020,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,0,0,256,35
1068,9112,Engenharia Eletrotécnica e de Computadores,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,2,1
1069,9504,Fisioterapia,7045,Instituto Politécnico de Leiria,Escola Superior de Saúde,0,0,317,34
1070,8515,Tecnologias de Energia,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,153,34
1071,8149,Dietética e Nutrição,7045,Instituto Politécnico de Leiria,Escola Superior de Saúde,0,0,159,30
1072,9213,Multimédia,3331,Instituto Politécnico do Porto,Escola Superior de Media Artes e Design,0,0,261,25
1073,9092,"Engenharia de Automação, Controlo e Instrumentação",3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,17,3
1074,L068,Ciências Biomédicas Laboratoriais,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,131,29
1075,L066,Imagem Médica e Radioterapia,7020,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,0,0,135,24
1076,L122,Artes Plásticas e Tecnologias Artísticas,3162,Instituto Politécnico de Viana do Castelo,Escola Superior de Educação,0,0,124,30
1077,9549,Farmácia,7040,Instituto Politécnico da Guarda,Escola Superior de Saúde da Guarda,0,0,90,17
1078,9644,Design e Tecnologia das Artes Gráficas,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,118,46
1079,L101,Biotecnologia Medicinal,7040,Instituto Politécnico da Guarda,Escola Superior de Saúde da Guarda,0,0,106,14
1080,9549,Farmácia,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,104,13
1081,9473,Educação Social Gerontológica,3162,Instituto Politécnico de Viana do Castelo,Escola Superior de Educação,0,0,74,26
1082,9380,Conservação e Restauro,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,86,33
1083,8138,Terapia Ocupacional,7045,Instituto Politécnico de Leiria,Escola Superior de Saúde,0,0,105,35
1084,L186,Gestão da Edificação e Obras,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,2,0
1085,L142,Tecnologia Química,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,19,2
1086,9089,Engenharia Civil,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,2,0
1087,9455,Engenharia Biomédica,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,324,49
1088,9645,Fotografia,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,111,31
1089,L069,Tecnologia Biomédica,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,192,49
1090,9500,Enfermagem,7010,Universidade do Minho,Escola Superior de Enfermagem,0,0,500,80
1091,9862,Tecnologia e Gestão Industrial,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,1,39,15
1092,9003,Agronomia,3161,Instituto Politécnico de Viana do Castelo,Escola Superior Agrária,0,0,22,8
1093,9119,Engenharia Informática,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,394,70
1094,L067,Fisiologia Clínica,7020,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,0,0,101,26
1095,9119,Engenharia Informática,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,1237,201
1096,L068,Ciências Biomédicas Laboratoriais,7020,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,0,0,111,24
1097,9069,Design,3331,Instituto Politécnico do Porto,Escola Superior de Media Artes e Design,0,0,91,44
1098,9500,Enfermagem,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,309,50
1099,L284,Artes e Cinema Digital,3162,Instituto Politécnico de Viana do Castelo,Escola Superior de Educação,0,0,103,20
1100,9500,Enfermagem,7002,Escola Superior de Enfermagem de Lisboa,D,0,0,1089,279
1101,9504,Fisioterapia,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,202,24
1102,9085,Enfermagem Veterinária,3161,Instituto Politécnico de Viana do Castelo,Escola Superior Agrária,0,0,131,35
1103,9016,Biotecnologia,3161,Instituto Politécnico de Viana do Castelo,Escola Superior Agrária,0,0,71,27
1104,9731,Desporto e Lazer,3165,Instituto Politécnico de Viana do Castelo,Escola Superior de Desporto e Lazer,0,0,256,71
1105,9500,Enfermagem,7075,Instituto Politécnico de Viana do Castelo,Escola Superior de Saúde,0,0,283,70
1106,9500,Enfermagem,7080,Universidade de Trás-os-Montes e Alto Douro,Escola Superior de Saúde,0,0,436,95
1107,9645,Fotografia,3331,Instituto Politécnico do Porto,Escola Superior de Media Artes e Design,0,0,234,20
1108,9500,Enfermagem,7020,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,0,0,282,54
1109,9936,Engenharia Mecânica Automóvel,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,274,43
1110,9123,Engenharia Mecânica,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,68,17
1111,L164,Engenharia do Ambiente e Geoinformática,3161,Instituto Politécnico de Viana do Castelo,Escola Superior Agrária,0,0,1,0
1112,9500,Enfermagem,7065,Instituto Politécnico de Santarém,Escola Superior de Saúde de Santarém,0,0,346,71
