,codigo_curso,curso,codigo_estabelecimento,estabelecimento,escola,regime_pos_laboral,regime_noturno,total_candidatos_1op,total_colocados_1op,proporcao_colocados
933,9002,Administração Pública,3054,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,0,0,6,6,100.0
934,L178,Turismo em Espaços Rurais e Naturais,3061,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,0,0,3,3,100.0
935,9628,Contabilidade e Finanças,3153,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,0,1,16,9,56.3
936,9885,Engenharia Informática,6800,ISCTE,Instituto Universitário de Lisboa,1,0,24,10,41.7
937,9223,Química,1000,Universidade do Minho,D,0,0,7,7,100.0
938,8364,Relações Internacionais,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,1,0,56,23,41.1
939,L209,Engenharia Eletrotécnica e de Computadores,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,34,34,100.0
940,9238,Serviço Social,507,Universidade de Coimbra,Faculdade de Psicologia e de Ciências da Educação,0,0,36,6,16.7
941,9134,Estudos Culturais,1000,Universidade do Minho,D,0,0,8,7,87.5
942,9139,Filosofia,1506,Universidade de Lisboa,Faculdade de Letras,0,0,40,29,72.5
943,9016,Biotecnologia,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,21,19,90.5
944,9204,"Línguas, Literaturas e Culturas",300,Universidade de Aveiro,D,0,0,23,13,56.5
945,9853,Educação Básica,300,Universidade de Aveiro,D,0,0,85,36,42.4
946,L254,Multimédia e Tecnologias da Comunicação,300,Universidade de Aveiro,D,0,0,122,56,45.9
947,9002,Administração Pública,1000,Universidade do Minho,D,0,0,36,9,25.0
948,9917,Estudos Portugueses,1000,Universidade do Minho,D,0,0,15,12,80.0
949,9054,Comunicação Social,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,77,21,27.3
950,9895,Gestão do Território,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,5,5,100.0
951,8029,Finanças e Contabilidade,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,30,11,36.7
952,8184,Optometria e Ciências da Visão,1000,Universidade do Minho,D,0,0,13,13,100.0
953,8427,Educação,1000,Universidade do Minho,D,1,0,13,3,23.1
954,9056,Contabilidade,1000,Universidade do Minho,D,0,0,62,14,22.6
955,9556,Higiene Oral,7055,Instituto Politécnico de Portalegre,Escola Superior de Saúde,0,0,3,3,100.0
956,9104,Engenharia e Gestão Industrial,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,53,19,35.8
957,9991,Gestão,3124,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",1,0,1,1,100.0
958,9147,Gestão,1000,Universidade do Minho,D,0,0,188,61,32.4
959,8342,Comunicação Organizacional,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,1,0,13,5,38.5
960,L285,Gestão de Cidades Sustentáveis e Inteligentes,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,25,25,100.0
961,L236,Engenharia de Minas e Geo-Ambiente,1105,Universidade do Porto,Faculdade de Engenharia,0,0,2,1,50.0
962,9933,Animação e Produção Artística,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,8,7,87.5
963,9119,Engenharia Informática,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,7,7,100.0
964,L015,Tecnologia Alimentar,3061,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,0,0,4,4,100.0
965,L308,Design de Animação,3124,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",0,0,29,24,82.8
966,L298,"Meteorologia, Oceanografia e Clima",300,Universidade de Aveiro,D,0,0,11,9,81.8
967,9229,Relações Internacionais,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,0,0,52,26,50.0
968,L127,Programação e Produção Cultural,3103,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,0,0,9,6,66.7
969,8311,Engenharia em Desenvolvimento de Jogos Digitais,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,0,0,30,23,76.7
970,9141,Física,1000,Universidade do Minho,D,0,0,9,9,100.0
971,9156,Gestão de Marketing,6800,ISCTE,Instituto Universitário de Lisboa,0,0,75,16,21.3
972,L034,"Desporto, Condição Física e Saúde",3091,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",0,0,17,13,76.5
973,9876,Educação Básica,3112,Instituto Politécnico de Lisboa,Escola Superior de Educação,1,0,13,4,30.8
974,9099,Engenharia do Ambiente,1515,Universidade de Lisboa,Instituto Superior de Agronomia,0,0,3,3,100.0
975,9141,Física,1103,Universidade do Porto,Faculdade de Ciências,0,0,30,30,100.0
976,9015,Bioquímica,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,58,44,75.9
977,9894,Comunicação e Design Multimédia,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,59,23,39.0
978,9074,Design Industrial,3103,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,0,0,25,13,52.0
979,9026,Ciências da Educação,1109,Universidade do Porto,Faculdade de Psicologia e de Ciências da Educação,0,0,49,10,20.4
980,9125,Engenharia Química,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,29,25,86.2
981,9119,Engenharia Informática,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,96,46,47.9
982,9010,Audiovisual e Multimédia,3022,Instituto Politécnico de Beja,Escola Superior de Educação,0,0,13,13,100.0
983,9563,Desporto,3022,Instituto Politécnico de Beja,Escola Superior de Educação,0,0,34,20,58.8
984,L021,Gestão Comercial,3054,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,0,0,2,2,100.0
985,9089,Engenharia Civil,1105,Universidade do Porto,Faculdade de Engenharia,0,0,131,87,66.4
986,9081,Economia,1000,Universidade do Minho,D,0,0,64,15,23.4
987,9119,Engenharia Informática,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,160,103,64.4
988,9819,Ciências Bioanalíticas,504,Universidade de Coimbra,Faculdade de Farmácia,0,0,8,7,87.5
989,8109,Sociologia,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,1,0,21,11,52.4
990,9687,Bioinformática,1103,Universidade do Porto,Faculdade de Ciências,0,0,24,12,50.0
991,9205,Marketing,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,23,9,39.1
992,9129,Engenharia Zootécnica,1515,Universidade de Lisboa,Instituto Superior de Agronomia,0,0,9,9,100.0
993,9914,Estudos Asiáticos,1506,Universidade de Lisboa,Faculdade de Letras,0,0,45,20,44.4
994,9924,Gestão de Transportes e Logística,7105,Escola Superior Náutica Infante D. Henrique,D,0,0,38,18,47.4
995,L192,Engenharia e Ciência de Dados,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,42,26,61.9
996,9119,Engenharia Informática,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,245,111,45.3
997,L237,Engenharia e Biotecnologia Florestal,1201,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,0,0,2,2,100.0
998,9123,Engenharia Mecânica,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,2,2,100.0
999,9006,Arqueologia,1107,Universidade do Porto,Faculdade de Letras,0,0,29,11,37.9
1000,9119,Engenharia Informática,3023,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,0,0,8,8,100.0
1001,9197,Línguas e Relações Internacionais,1107,Universidade do Porto,Faculdade de Letras,0,0,232,70,30.2
1002,8258,Arquitetura Paisagista,1515,Universidade de Lisboa,Instituto Superior de Agronomia,0,0,41,6,14.6
1003,9081,Economia,170,Universidade dos Açores,Faculdade de Economia e Gestão,0,0,5,5,100.0
1004,9494,Ciências Farmacêuticas,1106,Universidade do Porto,Faculdade de Farmácia,0,0,201,123,61.2
1005,9242,Solicitadoria,3054,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,0,0,26,17,65.4
1006,9752,Enologia,1201,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,0,0,15,15,100.0
1007,9898,Arte e Design,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,94,24,25.5
1008,9801,Solicitadoria e Administração,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,68,25,36.8
1009,9127,Engenharia Têxtil,1000,Universidade do Minho,D,0,0,5,5,100.0
1010,9121,Engenharia Informática e de Computadores,1519,Universidade de Lisboa,Instituto Superior Técnico (Tagus Park),0,0,99,41,41.4
1011,9119,Engenharia Informática,3124,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",0,0,6,6,100.0
1012,9181,História,1000,Universidade do Minho,D,0,0,72,24,33.3
1013,9157,Gestão de Recursos Humanos,3092,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,0,0,15,15,100.0
1014,8366,Informática e Gestão de Empresas,6800,ISCTE,Instituto Universitário de Lisboa,1,0,25,2,8.0
1015,9219,Psicologia,6800,ISCTE,Instituto Universitário de Lisboa,0,0,570,76,13.3
1016,L286,Tecnologia Agro-Industrial,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,29,21,72.4
1017,9898,Arte e Design,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,23,20,87.0
1018,9104,Engenharia e Gestão Industrial,3053,Instituto Politécnico de Castelo Branco,Escola Superior de Tecnologia de Castelo Branco,0,0,1,1,100.0
1019,8126,Design Gráfico e Multimédia,3103,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,1,0,10,8,80.0
1020,9713,Cinema e Audiovisual,3331,Instituto Politécnico do Porto,Escola Superior de Media Artes e Design,0,0,71,27,38.0
1021,9504,Fisioterapia,7045,Instituto Politécnico de Leiria,Escola Superior de Saúde,0,0,78,21,26.9
1022,9500,Enfermagem,7010,Universidade do Minho,Escola Superior de Enfermagem,0,0,153,60,39.2
1023,9003,Agronomia,3161,Instituto Politécnico de Viana do Castelo,Escola Superior Agrária,0,0,6,6,100.0
1024,L101,Biotecnologia Medicinal,7040,Instituto Politécnico da Guarda,Escola Superior de Saúde da Guarda,0,0,7,7,100.0
1025,8149,Dietética e Nutrição,7045,Instituto Politécnico de Leiria,Escola Superior de Saúde,0,0,19,14,73.7
1026,9549,Farmácia,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,6,6,100.0
1027,9112,Engenharia Eletrotécnica e de Computadores,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,1,1,100.0
1028,9500,Enfermagem,7002,Escola Superior de Enfermagem de Lisboa,D,0,0,333,184,55.3
1029,9853,Educação Básica,3162,Instituto Politécnico de Viana do Castelo,Escola Superior de Educação,0,0,52,26,50.0
1030,9500,Enfermagem,7075,Instituto Politécnico de Viana do Castelo,Escola Superior de Saúde,0,0,63,28,44.4
1031,9123,Engenharia Mecânica,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,10,10,100.0
1032,9500,Enfermagem,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,33,23,69.7
1033,L067,Fisiologia Clínica,7020,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,0,0,14,13,92.9
1034,L124,Tecnologias do Ambiente e do Mar,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,8,6,75.0
1035,L069,Tecnologia Biomédica,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,39,32,82.1
1036,9092,"Engenharia de Automação, Controlo e Instrumentação",3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,2,2,100.0
1037,L089,Biorrecursos,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,54,17,31.5
1038,9504,Fisioterapia,7020,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,0,0,45,17,37.8
1039,L066,Imagem Médica e Radioterapia,7020,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,0,0,17,11,64.7
1040,L068,Ciências Biomédicas Laboratoriais,7020,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,0,0,11,11,100.0
1041,9500,Enfermagem,7030,Universidade de Évora,Escola Superior de Enfermagem de São João de Deus,0,0,46,41,89.1
1042,9213,Multimédia,3331,Instituto Politécnico do Porto,Escola Superior de Media Artes e Design,0,0,72,20,27.8
1043,9380,Conservação e Restauro,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,31,25,80.6
1044,9936,Engenharia Mecânica Automóvel,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,59,23,39.0
1045,L068,Ciências Biomédicas Laboratoriais,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,12,12,100.0
1046,8515,Tecnologias de Energia,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,32,21,65.6
1047,9112,Engenharia Eletrotécnica e de Computadores,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,119,56,47.1
1048,9645,Fotografia,3331,Instituto Politécnico do Porto,Escola Superior de Media Artes e Design,0,0,55,12,21.8
1049,L284,Artes e Cinema Digital,3162,Instituto Politécnico de Viana do Castelo,Escola Superior de Educação,0,0,11,7,63.6
1050,9890,Terapia da Fala,7045,Instituto Politécnico de Leiria,Escola Superior de Saúde,0,0,15,11,73.3
1051,9500,Enfermagem,7065,Instituto Politécnico de Santarém,Escola Superior de Saúde de Santarém,0,0,53,37,69.8
1052,8138,Terapia Ocupacional,7045,Instituto Politécnico de Leiria,Escola Superior de Saúde,0,0,17,16,94.1
1053,9123,Engenharia Mecânica,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,111,49,44.1
1054,9119,Engenharia Informática,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,500,150,30.0
1055,9473,Educação Social Gerontológica,3162,Instituto Politécnico de Viana do Castelo,Escola Superior de Educação,0,0,17,12,70.6
1056,9504,Fisioterapia,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,21,6,28.6
1057,9644,Design e Tecnologia das Artes Gráficas,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,19,17,89.5
1058,L071,Tecnologias e Sistemas de Informação para a Web,3331,Instituto Politécnico do Porto,Escola Superior de Media Artes e Design,0,0,26,21,80.8
1059,9069,Design,3331,Instituto Politécnico do Porto,Escola Superior de Media Artes e Design,0,0,66,37,56.1
1060,9500,Enfermagem,7020,Instituto Politécnico de Castelo Branco,Escola Superior de Saúde Dr. Lopes Dias,0,0,39,34,87.2
1061,9455,Engenharia Biomédica,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,64,31,48.4
1062,9862,Tecnologia e Gestão Industrial,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,1,6,6,100.0
1063,9645,Fotografia,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,14,12,85.7
1064,9085,Enfermagem Veterinária,3161,Instituto Politécnico de Viana do Castelo,Escola Superior Agrária,0,0,26,18,69.2
1065,9500,Enfermagem,7045,Instituto Politécnico de Leiria,Escola Superior de Saúde,0,0,60,49,81.7
1066,8149,Dietética e Nutrição,7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,4,4,100.0
1067,L122,Artes Plásticas e Tecnologias Artísticas,3162,Instituto Politécnico de Viana do Castelo,Escola Superior de Educação,0,0,29,19,65.5
1068,9549,Farmácia,7040,Instituto Politécnico da Guarda,Escola Superior de Saúde da Guarda,0,0,5,5,100.0
1069,9119,Engenharia Informática,3152,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,0,0,122,52,42.6
1070,L142,Tecnologia Química,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,1,1,100.0
1071,9501,Enfermagem (entrada no 2.º semestre),7015,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,0,0,4,4,100.0
1072,9500,Enfermagem,7040,Instituto Politécnico da Guarda,Escola Superior de Saúde da Guarda,0,0,25,25,100.0
1073,9731,Desporto e Lazer,3165,Instituto Politécnico de Viana do Castelo,Escola Superior de Desporto e Lazer,0,0,46,32,69.6
1074,9119,Engenharia Informática,3242,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,0,0,11,11,100.0
1075,9500,Enfermagem,7080,Universidade de Trás-os-Montes e Alto Douro,Escola Superior de Saúde,0,0,80,58,72.5
1076,9016,Biotecnologia,3161,Instituto Politécnico de Viana do Castelo,Escola Superior Agrária,0,0,14,14,100.0
