,codigo_curso,curso,codigo_estabelecimento,estabelecimento,escola,regime_pos_laboral,regime_noturno,total_candidatos_1op,total_colocados_1op,proporcao_colocados
449,8083,Ciclo Básico de Medicina,160,Universidade dos Açores,Faculdade de Ciências e Tecnologia,0,0,33,22,66.7
450,9006,Arqueologia,505,Universidade de Coimbra,Faculdade de Letras,0,0,18,11,61.1
451,8138,Terapia Ocupacional,7005,Instituto Politécnico de Beja,Escola Superior de Saúde,0,0,6,6,100.0
452,9504,Fisioterapia,7210,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia da Saúde de Coimbra,0,0,135,33,24.4
453,9918,Estudos Portugueses e Espanhóis,400,Universidade da Beira Interior,D,0,0,16,16,100.0
454,9076,Direção e Gestão Hoteleira,1321,Universidade da Madeira,Escola Superior de Tecnologias e Gestão,0,0,34,23,67.6
455,9455,Engenharia Biomédica,1518,Universidade de Lisboa,Instituto Superior Técnico,0,0,184,81,44.0
456,9225,Química Industrial,400,Universidade da Beira Interior,D,0,0,5,5,100.0
457,L029,Biologia e Biotecnologia,3041,Instituto Politécnico de Bragança,Escola Superior Agrária de Bragança,0,0,3,3,100.0
458,9500,Enfermagem,7035,Universidade do Algarve,Escola Superior de Saúde,0,0,61,36,59.0
459,9143,Geografia,602,Universidade de Évora,Escola de Ciências e Tecnologia,0,0,29,20,69.0
460,9995,Gestão do Lazer e Animação Turística,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,1,0,19,14,73.7
461,9254,Turismo,604,Universidade de Évora,Escola de Ciências Sociais,0,0,27,21,77.8
462,9052,Comunicação e Multimédia,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,40,28,70.0
463,9813,Medicina,1108,Universidade do Porto,Faculdade de Medicina,0,0,510,261,51.2
464,9879,Educação Social,3131,Instituto Politécnico do Porto,Escola Superior de Educação,1,0,11,6,54.5
465,A001,Gestão (ensino em Inglês),1517,Universidade de Lisboa,Instituto Superior de Economia e Gestão,0,0,46,17,37.0
466,9563,Desporto,3131,Instituto Politécnico do Porto,Escola Superior de Educação,0,0,43,14,32.6
467,8258,Arquitetura Paisagista,203,Universidade do Algarve,Faculdade de Ciências e Tecnologia,0,0,19,11,57.9
468,9736,Educação Física e Desporto,1308,Universidade da Madeira,Faculdade de Ciências Sociais,0,0,106,30,28.3
469,9012,Biologia e Geologia,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,3,3,100.0
470,9147,Gestão,503,Universidade de Coimbra,Faculdade de Economia,0,0,164,55,33.5
471,8005,Marketing,3011,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,1,0,8,4,50.0
472,9165,Gestão e Administração Pública,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,10,10,100.0
473,9726,Design de Moda e Têxtil,3055,Instituto Politécnico de Castelo Branco,Escola Superior de Artes Aplicadas,0,0,52,33,63.5
474,8011,Produção Alimentar em Restauração,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,1,0,1,1,100.0
475,9089,Engenharia Civil,400,Universidade da Beira Interior,D,0,0,5,5,100.0
476,9104,Engenharia e Gestão Industrial,400,Universidade da Beira Interior,D,0,0,10,10,100.0
477,9219,Psicologia,1511,Universidade de Lisboa,Faculdade de Psicologia,0,0,402,108,26.9
478,9068,Dança,1510,Universidade de Lisboa,Faculdade de Motricidade Humana,0,0,26,20,76.9
479,L346,Engenharia Informática Aplicada,3012,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0,0,30,19,63.3
480,L261,Gastronomia e Artes Culinárias,3163,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,0,0,8,8,100.0
481,8097,Ciências Empresariais,3138,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,1,0,11,3,27.3
482,8411,Planeamento e Gestão do Território,1514,Universidade de Lisboa,Instituto de Geografia e Ordenamento do Território,0,0,39,27,69.2
483,L131,Gestão da Restauração e Catering,3139,Instituto Politécnico do Porto,Escola Superior de Hotelaria e Turismo,0,0,13,9,69.2
484,9213,Multimédia,3045,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",0,0,3,3,100.0
485,9500,Enfermagem,7003,Escola Superior de Enfermagem do Porto,D,0,0,336,178,53.0
486,9104,Engenharia e Gestão Industrial,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,11,11,100.0
487,L140,Gestão Pública,3012,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,0,0,18,10,55.6
488,L138,Design de Produto e Tecnologia,3014,Universidade de Aveiro,"Escola Superior de Design, Gestão e Tecnologia da Produção de Aveiro-Norte",0,0,33,19,57.6
489,L080,Qualidade Alimentar e Nutrição Humana,3141,Instituto Politécnico de Santarém,Escola Superior Agrária de Santarém,0,0,6,6,100.0
490,9135,Estudos Europeus,505,Universidade de Coimbra,Faculdade de Letras,0,0,15,6,40.0
491,9012,Biologia e Geologia,300,Universidade de Aveiro,D,0,0,26,19,73.1
492,9089,Engenharia Civil,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,22,18,81.8
493,9664,Marketing e Comunicação Empresarial,3164,Instituto Politécnico de Viana do Castelo,Escola Superior de Ciências Empresariais,0,0,35,13,37.1
494,9076,Direção e Gestão Hoteleira,7110,Escola Superior de Hotelaria e Turismo do Estoril,D,0,0,94,31,33.0
495,9219,Psicologia,400,Universidade da Beira Interior,D,0,0,98,22,22.4
496,9504,Fisioterapia,7035,Universidade do Algarve,Escola Superior de Saúde,0,0,62,19,30.6
497,9113,Engenharia Física,300,Universidade de Aveiro,D,0,0,23,23,100.0
498,9148,Gestão,3082,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",0,1,8,6,75.0
499,L035,Comércio e Negócios Internacionais,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,1,0,37,19,51.4
500,9123,Engenharia Mecânica,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,56,43,76.8
501,9817,Artes Visuais,1306,Universidade da Madeira,Faculdade de Artes e Humanidades,0,0,13,11,84.6
502,9146,Geologia,300,Universidade de Aveiro,D,0,0,8,7,87.5
503,9015,Bioquímica,1204,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências da Vida e do Ambiente,0,0,20,16,80.0
504,9078,Direito,1114,Universidade do Porto,Faculdade de Direito,0,0,639,152,23.8
505,9455,Engenharia Biomédica,3118,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,0,0,13,7,53.8
506,9648,Engenharia da Energia e do Ambiente,3102,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,0,0,2,2,100.0
507,9549,Farmácia,7230,Instituto Politécnico do Porto,Escola Superior de Saúde,0,0,20,9,45.0
508,9889,Finanças Empresariais,3117,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,1,0,18,10,55.6
509,L253,Design Sustentável,1203,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,0,0,21,20,95.2
510,9240,Sociologia,902,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,0,0,57,21,36.8
511,L041,Estudos Portugueses e Ingleses,150,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,0,0,35,21,60.0
512,9498,Contabilidade e Fiscalidade,3143,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,0,0,26,26,100.0
513,9219,Psicologia,1306,Universidade da Madeira,Faculdade de Artes e Humanidades,0,0,63,23,36.5
514,L209,Engenharia Eletrotécnica e de Computadores,3083,Universidade do Algarve,Instituto Superior de Engenharia,0,0,10,10,100.0
515,8104,"Estudos Artísticos, variante de Artes do Espetáculo",1506,Universidade de Lisboa,Faculdade de Letras,0,0,66,42,63.6
516,9716,Comércio Internacional,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,75,22,29.3
517,9081,Economia,904,Universidade Nova de Lisboa,Faculdade de Economia,0,0,302,101,33.4
518,9019,Ciência Política,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,0,0,37,10,27.0
519,L095,Gastronomia,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,31,17,54.8
520,9254,Turismo,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,27,27,100.0
521,9123,Engenharia Mecânica,3083,Universidade do Algarve,Instituto Superior de Engenharia,0,0,11,11,100.0
522,8413,Artes e Humanidades,1506,Universidade de Lisboa,Faculdade de Letras,0,0,42,26,61.9
523,9006,Arqueologia,1000,Universidade do Minho,D,0,0,11,6,54.5
524,9785,Negócios Internacionais,1000,Universidade do Minho,D,0,0,20,4,20.0
525,9104,Engenharia e Gestão Industrial,1519,Universidade de Lisboa,Instituto Superior Técnico (Tagus Park),0,0,127,63,49.6
526,L070,Criatividade e Inovação Empresarial,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,0,0,32,16,50.0
527,9912,Engenharia Eletrónica,1519,Universidade de Lisboa,Instituto Superior Técnico (Tagus Park),0,0,7,7,100.0
528,9254,Turismo,3087,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",0,0,10,10,100.0
529,9147,Gestão,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,31,11,35.5
530,8525,Design de Produto - Cerâmica e Vidro,3103,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,0,0,15,12,80.0
531,9040,Ciências da Linguagem,1107,Universidade do Porto,Faculdade de Letras,0,0,17,6,35.3
532,9141,Física,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,34,29,85.3
533,9729,Design Gráfico e Multimédia,3103,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,0,0,126,59,46.8
534,8067,Administração Público-Privada,502,Universidade de Coimbra,Faculdade de Direito,0,0,49,18,36.7
535,9238,Serviço Social,3121,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,0,0,24,24,100.0
536,9189,Informática e Gestão de Empresas,6800,ISCTE,Instituto Universitário de Lisboa,0,0,94,32,34.0
537,8036,Conservação - Restauro,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,49,19,38.8
538,L229,Engenharia de Polímeros,1000,Universidade do Minho,D,0,0,10,8,80.0
539,9146,Geologia,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,65,32,49.2
540,9112,Engenharia Eletrotécnica e de Computadores,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,0,0,4,4,100.0
541,L215,Engenharia e Gestão de Sistemas de Informação,1000,Universidade do Minho,D,0,0,122,67,54.9
542,9096,Engenharia de Materiais,1105,Universidade do Porto,Faculdade de Engenharia,0,0,16,8,50.0
543,9003,Agronomia,3125,Instituto Politécnico de Portalegre,Escola Superior de Biociências de Elvas,0,0,6,6,100.0
544,9850,Desporto e Atividade Física,3181,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,0,0,61,31,50.8
545,9182,História da Arte,1506,Universidade de Lisboa,Faculdade de Letras,0,0,36,24,66.7
546,9853,Educação Básica,3121,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,0,0,11,11,100.0
547,9448,Antropologia,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,23,20,87.0
548,9011,Biologia,1103,Universidade do Porto,Faculdade de Ciências,0,0,159,98,61.6
549,8316,Engenharia de Sistemas,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,25,19,76.0
550,9192,Línguas Aplicadas,1107,Universidade do Porto,Faculdade de Letras,0,0,103,34,33.0
551,9084,Educação Social,3121,Instituto Politécnico de Portalegre,Escola Superior de Educação e Ciências Sociais,0,0,11,11,100.0
552,9012,Biologia e Geologia,1000,Universidade do Minho,D,0,0,18,13,72.2
553,9688,Biologia Aplicada,1000,Universidade do Minho,D,0,0,62,41,66.1
554,9926,Gestão Portuária,7105,Escola Superior Náutica Infante D. Henrique,D,0,0,16,8,50.0
555,9089,Engenharia Civil,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,48,18,37.5
556,9745,Engenharia de Máquinas Marítimas,7105,Escola Superior Náutica Infante D. Henrique,D,0,0,13,13,100.0
557,L131,Gestão da Restauração e Catering,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,3,3,100.0
558,8363,Administração Pública e Políticas do Território,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,1,0,32,19,59.4
559,9930,Publicidade e Relações Públicas,3181,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,0,0,42,38,90.5
560,L224,Engenharia Informática e Computação,1105,Universidade do Porto,Faculdade de Engenharia,0,0,290,237,81.7
561,L034,"Desporto, Condição Física e Saúde",3145,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,0,0,53,49,92.5
562,9891,Design e Multimédia,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,66,36,54.5
563,9013,Biologia Marinha,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,28,26,92.9
564,9152,Gestão de Empresas,3023,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,0,0,22,17,77.3
565,9096,Engenharia de Materiais,1000,Universidade do Minho,D,0,0,8,6,75.0
566,9219,Psicologia,1000,Universidade do Minho,D,0,0,137,42,30.7
567,9848,Animação Turística,3105,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,0,0,11,11,100.0
568,8259,Sistemas e Tecnologias de Informação,906,Universidade Nova de Lisboa,Instituto Superior de Estatística e Gestão de Informação,0,0,57,21,36.8
569,9226,Química Tecnológica,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,1,1,100.0
570,9099,Engenharia do Ambiente,1105,Universidade do Porto,Faculdade de Engenharia,0,0,24,19,79.2
571,9722,Contabilidade e Gestão Pública,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,25,10,40.0
572,9121,Engenharia Informática e de Computadores,7105,Escola Superior Náutica Infante D. Henrique,D,0,0,26,12,46.2
573,9813,Medicina,1110,Universidade do Porto,Instituto de Ciências Biomédicas Abel Salazar,0,0,228,149,65.4
574,9867,Comunicação Empresarial,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,1,0,13,6,46.2
575,9082,Educação Ambiental,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,2,2,100.0
576,L209,Engenharia Eletrotécnica e de Computadores,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,80,67,83.8
577,L221,Engenharia Aeroespacial,1000,Universidade do Minho,D,0,0,53,22,41.5
578,9119,Engenharia Informática,3092,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,0,0,5,5,100.0
579,9123,Engenharia Mecânica,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,84,53,63.1
580,9089,Engenharia Civil,1000,Universidade do Minho,D,0,0,50,24,48.0
581,9125,Engenharia Química,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,18,18,100.0
582,8399,Desenho,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,85,49,57.6
583,9381,Estatística Aplicada,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,17,10,58.8
584,L155,Gestão Sustentável das Cidades,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,19,17,89.5
585,9240,Sociologia,6800,ISCTE,Instituto Universitário de Lisboa,0,0,47,15,31.9
586,L257,Design de Espaços,3103,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,0,0,29,7,24.1
587,9098,Engenharia de Telecomunicações e Informática,6800,ISCTE,Instituto Universitário de Lisboa,0,0,25,20,80.0
588,L188,Ciência de Dados,6800,ISCTE,Instituto Universitário de Lisboa,0,0,75,25,33.3
589,9219,Psicologia,300,Universidade de Aveiro,D,0,0,71,18,25.4
590,9457,Som e Imagem,3103,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,0,0,91,46,50.5
591,9099,Engenharia do Ambiente,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,19,19,100.0
592,9147,Gestão,904,Universidade Nova de Lisboa,Faculdade de Economia,0,0,664,283,42.6
593,9652,Comunicação e Relações Públicas,3091,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",0,0,13,13,100.0
594,9005,Animação Sociocultural,3112,Instituto Politécnico de Lisboa,Escola Superior de Educação,0,0,25,7,28.0
595,9070,Design de Comunicação,3124,Instituto Politécnico de Portalegre,"Escola Superior de Tecnologia, Gestão e Design",0,0,7,6,85.7
596,8014,Serviço Social,6800,ISCTE,Instituto Universitário de Lisboa,1,0,17,4,23.5
597,9099,Engenharia do Ambiente,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,4,4,100.0
598,L305,Gestão e Biociências,3065,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,0,0,5,5,100.0
599,9694,Ciência da Informação,1107,Universidade do Porto,Faculdade de Letras,0,0,28,15,53.6
600,9681,Artes Performativas,3181,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,0,0,4,4,100.0
601,9817,Artes Visuais,1000,Universidade do Minho,D,0,0,33,10,30.3
602,9504,Fisioterapia,7055,Instituto Politécnico de Portalegre,Escola Superior de Saúde,0,0,33,11,33.3
603,L221,Engenharia Aeroespacial,1105,Universidade do Porto,Faculdade de Engenharia,0,0,186,29,15.6
604,9204,"Línguas, Literaturas e Culturas",1506,Universidade de Lisboa,Faculdade de Letras,0,0,136,131,96.3
605,L112,Proteção Civil e Gestão do Território,1000,Universidade do Minho,D,0,0,17,11,64.7
606,9385,Matemática Aplicada,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,64,46,71.9
607,8029,Finanças e Contabilidade,6800,ISCTE,Instituto Universitário de Lisboa,0,0,64,14,21.9
608,L069,Tecnologia Biomédica,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,6,6,100.0
609,9717,Comunicação Organizacional,3062,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,0,0,77,29,37.7
610,9123,Engenharia Mecânica,300,Universidade de Aveiro,D,0,0,142,66,46.5
611,9146,Geologia,1000,Universidade do Minho,D,0,0,8,8,100.0
612,9143,Geografia,1107,Universidade do Porto,Faculdade de Letras,0,0,102,54,52.9
613,L078,Criminologia e Justiça Criminal,1000,Universidade do Minho,D,0,0,170,17,10.0
614,L134,Mediação Artística e Cultural,3112,Instituto Politécnico de Lisboa,Escola Superior de Educação,0,0,9,8,88.9
615,9104,Engenharia e Gestão Industrial,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,64,22,34.4
616,9252,Tradução,300,Universidade de Aveiro,D,0,0,29,21,72.4
617,9813,Medicina,300,Universidade de Aveiro,D,0,0,122,17,13.9
618,9023,Ciências da Comunicação,1000,Universidade do Minho,D,0,0,133,41,30.8
619,L214,Engenharia da Energia e Ambiente,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,9,9,100.0
620,9123,Engenharia Mecânica,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,22,22,100.0
621,L008,Atividade Física e Estilos de Vida Saudáveis,3145,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,0,0,17,16,94.1
622,9078,Direito,911,Universidade Nova de Lisboa,Faculdade de Direito,0,0,311,96,30.9
623,9223,Química,1103,Universidade do Porto,Faculdade de Ciências,0,0,13,13,100.0
624,9195,Línguas e Literaturas Europeias,1000,Universidade do Minho,D,0,0,68,39,57.4
625,9223,Química,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,13,13,100.0
626,9540,Bioengenharia,1105,Universidade do Porto,Faculdade de Engenharia,0,0,151,86,57.0
627,9086,Engenharia Agronómica,1201,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,0,0,8,8,100.0
628,8409,Engenharia de Sistemas Informáticos,3032,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,0,0,76,32,42.1
629,9500,Enfermagem,1320,Universidade da Madeira,Escola Superior de Saúde,0,0,79,25,31.6
630,L061,Gestão do Turismo e da Hospitalidade,3095,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,0,0,1,1,100.0
631,9089,Engenharia Civil,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,8,8,100.0
632,9455,Engenharia Biomédica,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,82,51,62.2
633,L226,Informática Industrial,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,12,11,91.7
634,9627,Contabilidade e Finanças,3153,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,0,0,59,31,52.5
635,L023,Marketing e Negócios Internacionais,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,80,32,40.0
636,L218,Engenharia Eletrónica Industrial e Computadores,1000,Universidade do Minho,D,0,0,36,35,97.2
637,9212,"Meteorologia, Oceanografia e Geofísica",1503,Universidade de Lisboa,Faculdade de Ciências,0,0,9,7,77.8
638,9224,Química Aplicada,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,27,18,66.7
639,L167,Matemática Aplicada à Gestão do Risco,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,22,12,54.5
640,L231,Engenharia de Micro e Nanotecnologias,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,24,24,100.0
641,9847,Medicina Veterinária,1201,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,0,0,195,60,30.8
642,9015,Bioquímica,1103,Universidade do Porto,Faculdade de Ciências,0,0,109,71,65.1
643,L251,Literatura e Estudos Interartes,1107,Universidade do Porto,Faculdade de Letras,0,0,50,30,60.0
644,9554,Ciências da Nutrição,1101,Universidade do Porto,Faculdade de Ciências da Nutrição e da Alimentação,0,0,41,27,65.9
645,L056,Comércio e Relações Económicas Internacionais,3063,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,0,0,32,20,62.5
646,8005,Marketing,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,1,0,19,3,15.8
647,9853,Educação Básica,3181,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,0,0,36,30,83.3
648,9455,Engenharia Biomédica,903,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,0,0,59,23,39.0
649,9056,Contabilidade,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,17,17,100.0
650,8083,Ciclo Básico de Medicina,1309,Universidade da Madeira,Faculdade de Ciências da Vida,0,0,75,35,46.7
651,8377,Engenharia Florestal e dos Recursos Naturais,1515,Universidade de Lisboa,Instituto Superior de Agronomia,0,0,5,5,100.0
652,9002,Administração Pública,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,0,0,47,21,44.7
653,9853,Educação Básica,3091,Instituto Politécnico da Guarda,"Escola Superior de Educação, Comunicação e Desporto",0,0,11,11,100.0
654,9146,Geologia,1103,Universidade do Porto,Faculdade de Ciências,0,0,19,11,57.9
655,9470,Design Gráfico,3033,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,0,0,108,31,28.7
656,L275,Informática e Multimédia,3053,Instituto Politécnico de Castelo Branco,Escola Superior de Tecnologia de Castelo Branco,0,0,1,1,100.0
657,9113,Engenharia Física,1000,Universidade do Minho,D,0,0,27,24,88.9
658,9223,Química,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,28,20,71.4
659,9006,Arqueologia,1506,Universidade de Lisboa,Faculdade de Letras,0,0,25,14,56.0
660,9147,Gestão,3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,76,59,77.6
661,9147,Gestão,3054,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,0,0,12,12,100.0
662,9148,Gestão,3087,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",0,1,2,2,100.0
663,9040,Ciências da Linguagem,1506,Universidade de Lisboa,Faculdade de Letras,0,0,24,12,50.0
664,9993,Gestão da Distribuição e da Logística,3153,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,1,0,12,8,66.7
665,9813,Medicina,1000,Universidade do Minho,D,0,0,189,101,53.4
666,8111,Gestão de Recursos Humanos,1516,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,1,0,40,22,55.0
667,9257,Arquitetura,501,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,0,0,70,24,34.3
668,9131,Estudos Africanos,1506,Universidade de Lisboa,Faculdade de Letras,0,0,6,3,50.0
669,9072,Design de Equipamento,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,90,23,25.6
670,9448,Antropologia,6800,ISCTE,Instituto Universitário de Lisboa,0,0,11,7,63.6
671,9147,Gestão,170,Universidade dos Açores,Faculdade de Economia e Gestão,0,0,39,39,100.0
672,9222,Publicidade e Marketing,3113,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,0,0,293,42,14.3
673,9808,Treino Desportivo,3145,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,0,0,70,66,94.3
674,8439,Publicidade e Marketing,3113,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,1,0,49,5,10.2
675,9123,Engenharia Mecânica,3243,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Abrantes,0,0,1,1,100.0
676,9790,Pintura,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,69,52,75.4
677,9385,Matemática Aplicada,1103,Universidade do Porto,Faculdade de Ciências,0,0,65,38,58.5
678,9070,Design de Comunicação,1502,Universidade de Lisboa,Faculdade de Belas-Artes,0,0,93,61,65.6
679,9829,Assessoria e Tradução,3134,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,1,0,12,8,66.7
680,L188,Ciência de Dados,1000,Universidade do Minho,D,0,0,39,21,53.8
681,L079,Tecnologias de Informação,1503,Universidade de Lisboa,Faculdade de Ciências,0,0,62,26,41.9
682,9139,Filosofia,1107,Universidade do Porto,Faculdade de Letras,0,0,57,29,50.9
683,9117,Engenharia Geotécnica e Geoambiente,3135,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,0,0,4,4,100.0
684,9455,Engenharia Biomédica,300,Universidade de Aveiro,D,0,0,34,19,55.9
685,9240,Sociologia,1000,Universidade do Minho,D,0,0,31,11,35.5
686,9455,Engenharia Biomédica,3064,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,0,0,11,11,100.0
687,8323,Línguas Estrangeiras: Inglês e Espanhol,3042,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,0,0,17,14,82.4
688,8494,Design de Produto,1000,Universidade do Minho,D,0,0,29,15,51.7
689,A004,"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",3043,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,0,0,4,4,100.0
