,curso,regime,estabelecimento,Nota_minima
793,História da Arte,Diurno,Universidade de Coimbra,136.5
794,História da Arte,Diurno,Universidade de Lisboa,125.5
795,História da Arte,Diurno,Universidade do Porto,124.0
796,História e Arqueologia,Diurno,Universidade de Évora,131.9
797,Imagem Animada,Diurno,Universidade do Algarve,137.5
798,Imagem Médica e Radioterapia,Diurno,Instituto Politécnico de Castelo Branco,121.4
799,Imagem Médica e Radioterapia,Diurno,Instituto Politécnico de Coimbra,149.3
800,Imagem Médica e Radioterapia,Diurno,Instituto Politécnico de Lisboa,141.5
801,Imagem Médica e Radioterapia,Diurno,Instituto Politécnico do Porto,135.0
802,Imagem Médica e Radioterapia,Diurno,Universidade de Aveiro,127.6
803,Imagem Médica e Radioterapia,Diurno,Universidade do Algarve,121.0
804,Informação Turística,Diurno,Escola Superior de Hotelaria e Turismo do Estoril,111.4
805,Informática,Diurno,Instituto Politécnico de Santarém,119.0
806,Informática,Diurno,Universidade dos Açores,120.1
807,Informática Industrial,Diurno,Instituto Politécnico de Coimbra,117.9
808,"Informática Web, Móvel e na Nuvem",Diurno,Universidade da Beira Interior,122.8
809,Informática de Gestão,Diurno,Instituto Politécnico de Bragança,133.8
810,Informática de Gestão,Diurno,Instituto Politécnico de Coimbra,132.3
811,Informática e Gestão de Empresas,Diurno,ISCTE,128.0
812,Informática e Gestão de Empresas,Pós-Laboral,ISCTE,151.5
813,Informática e Multimédia,Diurno,Instituto Politécnico de Castelo Branco,126.7
814,Informática e Tecnologias Multimédia,Diurno,Instituto Politécnico de Tomar,126.6
815,Inteligência Artificial e Ciência de Dados,Diurno,Universidade da Beira Interior,125.3
816,Inteligência Artificial e Ciência de Dados,Diurno,Universidade de Évora,115.0
817,Inteligência Artificial e Ciência de Dados,Diurno,Universidade do Porto,148.5
818,Jogos Digitais e Multimédia (ensino em inglês),Diurno,Instituto Politécnico de Leiria,119.4
819,Jornalismo,Diurno,Instituto Politécnico de Lisboa,113.0
820,Jornalismo e Comunicação,Diurno,Instituto Politécnico de Portalegre,118.8
821,Jornalismo e Comunicação,Diurno,Universidade de Coimbra,142.5
822,Literatura e Estudos Interartes,Diurno,Universidade do Porto,125.8
823,Língua Gestual Portuguesa,Diurno,Instituto Politécnico de Coimbra,120.1
824,Línguas Aplicadas,Diurno,Universidade do Minho,106.4
825,Línguas Aplicadas,Diurno,Universidade do Porto,118.0
826,Línguas Estrangeiras: Inglês e Espanhol,Diurno,Instituto Politécnico de Bragança,111.6
827,Línguas Modernas,Diurno,Universidade de Coimbra,157.0
828,Línguas e Comunicação Intercultural,Diurno,Universidade do Algarve,124.0
829,Línguas e Culturas Estrangeiras,Diurno,Instituto Politécnico do Porto,133.7
830,Línguas e Estudos Editoriais,Diurno,Universidade de Aveiro,150.8
831,Línguas e Literaturas,Diurno,Universidade de Évora,132.8
832,Línguas e Literaturas Europeias,Diurno,Universidade do Minho,151.6
833,Línguas e Relações Empresariais,Diurno,Universidade da Madeira,132.5
834,Línguas e Relações Empresariais,Diurno,Universidade de Aveiro,135.2
835,Línguas e Relações Empresariais,Diurno,Universidade de Trás-os-Montes e Alto Douro,146.8
836,Línguas e Relações Internacionais,Diurno,Universidade do Porto,136.0
837,Línguas para Relações Internacionais,Diurno,Instituto Politécnico de Bragança,114.2
838,"Línguas, Literaturas e Culturas",Diurno,Universidade Nova de Lisboa,141.0
839,"Línguas, Literaturas e Culturas",Diurno,Universidade de Aveiro,124.4
840,"Línguas, Literaturas e Culturas",Diurno,Universidade de Lisboa,127.0
841,"Línguas, Literaturas e Culturas",Diurno,Universidade de Trás-os-Montes e Alto Douro,143.5
842,"Línguas, Literaturas e Culturas",Diurno,Universidade do Algarve,132.8
843,"Línguas, Literaturas e Culturas",Diurno,Universidade do Porto,130.6
844,Marketing,Diurno,Instituto Politécnico da Guarda,105.0
845,Marketing,Diurno,Instituto Politécnico de Bragança,134.8
846,Marketing,Diurno,Instituto Politécnico de Coimbra,111.4
847,Marketing,Diurno,Instituto Politécnico de Leiria,134.5
848,Marketing,Diurno,Instituto Politécnico de Setúbal,127.2
849,Marketing,Diurno,Instituto Politécnico de Viseu,121.4
850,Marketing,Diurno,Instituto Politécnico do Porto,136.4
851,Marketing,Diurno,Universidade da Beira Interior,136.2
852,Marketing,Diurno,Universidade de Aveiro,145.5
853,Marketing,Diurno,Universidade do Algarve,133.4
854,Marketing,Diurno,Universidade do Minho,113.8
855,Marketing,Pós-Laboral,Instituto Politécnico do Porto,139.6
856,Marketing,Pós-Laboral,Universidade de Aveiro,139.4
857,Marketing Turístico,Diurno,Instituto Politécnico de Leiria,103.0
858,Marketing e Comunicação Empresarial,Diurno,Instituto Politécnico de Viana do Castelo,140.3
859,Marketing e Negócios Internacionais,Diurno,Instituto Politécnico de Coimbra,129.3
860,Matemática,Diurno,Universidade Nova de Lisboa,152.5
861,Matemática,Diurno,Universidade da Madeira,115.4
862,Matemática,Diurno,Universidade de Aveiro,145.8
863,Matemática,Diurno,Universidade de Coimbra,147.0
864,Matemática,Diurno,Universidade de Lisboa,151.0
865,Matemática,Diurno,Universidade de Évora,113.5
866,Matemática,Diurno,Universidade do Minho,158.0
867,Matemática,Diurno,Universidade do Porto,138.0
868,Matemática Aplicada,Diurno,Universidade de Lisboa,148.5
869,Matemática Aplicada,Diurno,Universidade do Porto,147.5
870,Matemática Aplicada e Ciência de Dados,Diurno,Universidade de Trás-os-Montes e Alto Douro,117.0
871,Matemática Aplicada e Computação,Diurno,Universidade de Lisboa,163.0
872,Matemática Aplicada e Tecnologias Digitais,Diurno,ISCTE,117.4
873,Matemática Aplicada à Economia e à Gestão,Diurno,Universidade de Lisboa,174.0
874,Matemática Aplicada à Economia e à Gestão,Diurno,Universidade de Évora,123.4
875,Matemática Aplicada à Economia e à Gestão,Diurno,Universidade do Algarve,115.8
876,Matemática Aplicada à Gestão do Risco,Diurno,Universidade Nova de Lisboa,175.2
877,Matemática Aplicada à Tecnologia e à Empresa,Diurno,Instituto Politécnico de Lisboa,142.8
878,Matemática e Aplicações,Diurno,Universidade da Beira Interior,118.4
879,Mecânica e Informática Industrial,Diurno,Instituto Politécnico da Guarda,116.7
880,Mediação Artística e Cultural,Diurno,Instituto Politécnico de Lisboa,127.5
881,Medicina,Diurno,Universidade Nova de Lisboa,164.7
882,Medicina,Diurno,Universidade da Beira Interior,173.5
883,Medicina,Diurno,Universidade de Aveiro,161.7
884,Medicina,Diurno,Universidade de Coimbra,169.5
885,Medicina,Diurno,Universidade de Lisboa,162.2
886,Medicina,Diurno,Universidade do Minho,146.0
887,Medicina,Diurno,Universidade do Porto,155.0
888,Medicina Dentária,Diurno,Universidade de Coimbra,147.5
889,Medicina Dentária,Diurno,Universidade de Lisboa,154.5
890,Medicina Dentária,Diurno,Universidade do Porto,152.3
891,Medicina Veterinária,Diurno,Universidade de Lisboa,146.3
892,Medicina Veterinária,Diurno,Universidade de Trás-os-Montes e Alto Douro,113.5
893,Medicina Veterinária,Diurno,Universidade de Évora,148.3
894,Medicina Veterinária,Diurno,Universidade do Porto,167.0
895,Medicina Veterinária (Preparatórios),Diurno,Universidade dos Açores,141.2
896,"Meteorologia, Oceanografia e Clima",Diurno,Universidade de Aveiro,116.0
897,"Meteorologia, Oceanografia e Geofísica",Diurno,Universidade de Lisboa,115.0
898,Multimédia,Diurno,Instituto Politécnico de Bragança,116.9
899,Multimédia,Diurno,Instituto Politécnico do Porto,144.6
900,Multimédia e Tecnologias da Comunicação,Diurno,Universidade de Aveiro,102.4
901,Música em Contextos Comunitários,Diurno,Instituto Politécnico de Bragança,169.1
902,Negócios Internacionais,Diurno,Instituto Politécnico de Santarém,113.3
903,Negócios Internacionais,Diurno,Universidade do Minho,164.8
904,Optometria e Ciências da Visão,Diurno,Universidade da Beira Interior,108.0
905,Optometria e Ciências da Visão,Diurno,Universidade do Minho,126.4
906,Organização e Gestão Empresariais,Diurno,Instituto Politécnico de Viana do Castelo,137.2
907,Ortoprotesia,Diurno,Instituto Politécnico de Lisboa,133.7
908,Ortóptica,Diurno,Instituto Politécnico do Porto,134.5
909,Ortóptica e Ciências da Visão,Diurno,Instituto Politécnico de Lisboa,133.8
910,Osteopatia,Diurno,Instituto Politécnico do Porto,143.8
911,Património Cultural,Diurno,Universidade de Évora,122.6
912,Património Cultural e Arqueologia,Diurno,Universidade do Algarve,121.2
913,Pilotagem,Diurno,Escola Superior Náutica Infante D. Henrique,132.9
914,Pintura,Diurno,Universidade de Lisboa,160.0
915,Planeamento e Gestão do Território,Diurno,Universidade de Lisboa,132.5
916,"Política, Economia e Sociedade",Diurno,ISCTE,137.0
917,Português,Diurno,Universidade de Coimbra,137.5
918,Produção Alimentar em Restauração,Diurno,Escola Superior de Hotelaria e Turismo do Estoril,126.0
919,Produção Alimentar em Restauração,Pós-Laboral,Escola Superior de Hotelaria e Turismo do Estoril,109.0
920,Produção Multimédia em Educação,Diurno,Instituto Politécnico de Santarém,119.4
921,Programação e Produção Cultural,Diurno,Instituto Politécnico de Leiria,130.2
922,Proteção Civil e Gestão de Riscos,Diurno,Universidade dos Açores,115.5
923,Proteção Civil e Gestão do Território,Diurno,Universidade do Minho,128.2
924,Prótese Dentária,Diurno,Universidade de Lisboa,130.8
925,Psicologia,Diurno,ISCTE,111.5
926,Psicologia,Diurno,Universidade da Beira Interior,126.2
927,Psicologia,Diurno,Universidade da Madeira,142.8
928,Psicologia,Diurno,Universidade de Aveiro,137.0
929,Psicologia,Diurno,Universidade de Coimbra,125.2
930,Psicologia,Diurno,Universidade de Lisboa,118.0
931,Psicologia,Diurno,Universidade de Trás-os-Montes e Alto Douro,126.9
932,Psicologia,Diurno,Universidade de Évora,131.8
933,Psicologia,Diurno,Universidade do Algarve,137.4
934,Psicologia,Diurno,Universidade do Minho,124.4
935,Psicologia,Diurno,Universidade do Porto,114.5
936,Psicologia,Diurno,Universidade dos Açores,146.6
937,Publicidade e Marketing,Diurno,Instituto Politécnico de Lisboa,120.5
938,Publicidade e Marketing,Pós-Laboral,Instituto Politécnico de Lisboa,111.0
939,Publicidade e Relações Públicas,Diurno,Instituto Politécnico de Viseu,109.0
940,Qualidade Alimentar e Nutrição Humana,Diurno,Instituto Politécnico de Santarém,113.7
941,Química,Diurno,Universidade de Aveiro,143.2
942,Química,Diurno,Universidade de Coimbra,124.0
943,Química,Diurno,Universidade de Lisboa,147.0
944,Química,Diurno,Universidade do Minho,133.0
945,Química,Diurno,Universidade do Porto,127.3
946,Química Aplicada,Diurno,Universidade Nova de Lisboa,143.4
947,Química Industrial,Diurno,Universidade da Beira Interior,112.9
948,Química Medicinal,Diurno,Universidade de Coimbra,120.5
949,Química Tecnológica,Diurno,Universidade de Lisboa,117.8
950,Reabilitação Psicomotora,Diurno,Universidade de Lisboa,129.0
951,Reabilitação Psicomotora,Diurno,Universidade de Évora,124.5
952,Recursos Humanos,Diurno,Instituto Politécnico do Porto,149.7
953,Relações Humanas e Comunicação Organizacional,Diurno,Instituto Politécnico de Leiria,126.9
954,Relações Humanas e Comunicação Organizacional,Pós-Laboral,Instituto Politécnico de Leiria,119.4
955,Relações Internacionais,Diurno,Universidade de Coimbra,123.0
956,Relações Internacionais,Diurno,Universidade de Lisboa,167.5
957,Relações Internacionais,Diurno,Universidade de Évora,134.3
958,Relações Internacionais,Diurno,Universidade do Minho,131.6
959,Relações Internacionais,Pós-Laboral,Universidade de Lisboa,142.5
960,Relações Lusófonas e Língua Portuguesa,Diurno,Instituto Politécnico de Bragança,123.5
961,Relações Públicas e Comunicação Empresarial,Diurno,Instituto Politécnico de Lisboa,133.0
962,Relações Públicas e Comunicação Empresarial,Pós-Laboral,Instituto Politécnico de Lisboa,148.5
963,Restauração e Catering,Diurno,Instituto Politécnico da Guarda,119.8
964,Saúde Ambiental,Diurno,Instituto Politécnico de Coimbra,102.0
965,Saúde Ambiental,Diurno,Instituto Politécnico de Lisboa,132.8
966,Saúde Ambiental,Diurno,Instituto Politécnico do Porto,117.0
967,Saúde Digital,Diurno,Instituto Politécnico do Porto,121.3
968,Saúde Digital e Inovação Biomédica,Diurno,Universidade do Porto,166.3
969,Secretariado,Diurno,Instituto Politécnico de Castelo Branco,120.4
970,Secretariado de Administração,Diurno,Instituto Politécnico de Viseu,101.0
971,Secretariado de Direção e Administração,Diurno,Instituto Politécnico de Coimbra,122.0
972,Secretariado e Comunicação Empresarial,Diurno,Universidade de Aveiro,130.7
973,Segurança Informática em Redes de Computadores,Diurno,Instituto Politécnico do Porto,135.3
974,Segurança do Trabalho e Ambiente,Diurno,Instituto Politécnico do Porto,127.2
975,Serviço Social,Diurno,ISCTE,119.5
976,Serviço Social,Diurno,Instituto Politécnico de Beja,118.0
977,Serviço Social,Diurno,Instituto Politécnico de Castelo Branco,113.6
978,Serviço Social,Diurno,Instituto Politécnico de Leiria,128.3
979,Serviço Social,Diurno,Instituto Politécnico de Portalegre,105.2
980,Serviço Social,Diurno,Instituto Politécnico de Viseu,112.0
981,Serviço Social,Diurno,Universidade de Coimbra,143.5
982,Serviço Social,Diurno,Universidade de Lisboa,145.0
983,Serviço Social,Diurno,Universidade de Trás-os-Montes e Alto Douro,140.8
984,Serviço Social,Diurno,Universidade dos Açores,122.6
985,Serviço Social,Pós-Laboral,ISCTE,137.0
986,Serviço Social,Pós-Laboral,Instituto Politécnico de Leiria,117.2
987,Serviço Social,Pós-Laboral,Instituto Politécnico de Portalegre,119.8
988,Serviço Social,Pós-Laboral,Universidade de Lisboa,134.5
989,Sistemas de Informação para Gestão,Diurno,Instituto Politécnico do Porto,124.9
990,Sistemas e Tecnologias de Informação,Diurno,Universidade Nova de Lisboa,150.1
991,Sociologia,Diurno,ISCTE,119.5
992,Sociologia,Diurno,Universidade Nova de Lisboa,134.5
993,Sociologia,Diurno,Universidade da Beira Interior,123.2
994,Sociologia,Diurno,Universidade de Coimbra,144.0
995,Sociologia,Diurno,Universidade de Lisboa,135.0
996,Sociologia,Diurno,Universidade de Évora,134.6
997,Sociologia,Diurno,Universidade do Algarve,130.2
998,Sociologia,Diurno,Universidade do Minho,147.0
999,Sociologia,Diurno,Universidade do Porto,144.8
1000,Sociologia,Diurno,Universidade dos Açores,114.9
1001,Sociologia,Pós-Laboral,ISCTE,131.0
1002,Sociologia,Pós-Laboral,Universidade Nova de Lisboa,132.0
1003,Sociologia,Pós-Laboral,Universidade de Lisboa,130.5
1004,Solicitadoria,Diurno,Instituto Politécnico de Beja,131.1
1005,Solicitadoria,Diurno,Instituto Politécnico de Bragança,129.8
1006,Solicitadoria,Diurno,Instituto Politécnico de Castelo Branco,128.1
1007,Solicitadoria,Diurno,Instituto Politécnico de Leiria,134.0
1008,Solicitadoria,Diurno,Instituto Politécnico de Lisboa,133.2
1009,Solicitadoria,Diurno,Instituto Politécnico do Cávado e do Ave,123.9
1010,Solicitadoria,Diurno,Instituto Politécnico do Porto,127.3
1011,Solicitadoria,Pós-Laboral,Instituto Politécnico de Leiria,107.0
1012,Solicitadoria,Pós-Laboral,Instituto Politécnico de Lisboa,133.0
1013,Solicitadoria,Pós-Laboral,Instituto Politécnico do Cávado e do Ave,138.7
1014,Solicitadoria,Pós-Laboral,Instituto Politécnico do Porto,136.3
1015,Solicitadoria e Administração,Diurno,Instituto Politécnico de Coimbra,139.2
1016,Som e Imagem,Diurno,Instituto Politécnico de Leiria,135.1
1017,Teatro,Diurno,Instituto Politécnico de Leiria,116.6
1018,Teatro,Diurno,Universidade de Évora,138.3
1019,Teatro,Diurno,Universidade do Minho,136.6
1020,Teatro e Artes Performativas,Diurno,Universidade de Trás-os-Montes e Alto Douro,121.4
1021,Tecnologia Agro-Industrial,Diurno,Universidade Nova de Lisboa,129.5
1022,Tecnologia Alimentar,Diurno,Instituto Politécnico de Coimbra,114.0
1023,Tecnologia Biomédica,Diurno,Instituto Politécnico de Bragança,126.9
1024,Tecnologia Biomédica,Diurno,Instituto Politécnico de Setúbal,131.5
1025,Tecnologia Química,Diurno,Instituto Politécnico de Tomar,120.2
1026,Tecnologia e Design de Mobiliário,Diurno,Instituto Politécnico de Viseu,120.0
1027,Tecnologia e Gestão Ambiental,Diurno,Instituto Politécnico de Coimbra,112.3
1028,Tecnologia e Gestão Industrial,Noturno,Instituto Politécnico de Setúbal,112.3
1029,Tecnologia e Produto de Moda Sustentável,Diurno,Universidade da Beira Interior,120.0
1030,Tecnologias Digitais Educativas,Diurno,ISCTE,132.2
1031,Tecnologias Digitais e Automação,Diurno,ISCTE,132.2
1032,Tecnologias Digitais e Gestão,Diurno,ISCTE,134.2
1033,Tecnologias Digitais e Inteligência Artificial,Diurno,ISCTE,146.4
1034,Tecnologias Digitais e Saúde,Diurno,ISCTE,126.0
1035,Tecnologias Digitais e Segurança de Informação,Diurno,ISCTE,135.2
1036,"Tecnologias Digitais, Edifícios e Construção Sustentável",Diurno,ISCTE,129.2
1037,Tecnologias de Energia,Diurno,Instituto Politécnico de Setúbal,126.3
1038,Tecnologias de Informação,Diurno,Universidade de Lisboa,143.0
1039,Tecnologias do Ambiente e do Mar,Diurno,Instituto Politécnico de Setúbal,119.1
1040,Tecnologias do Petróleo,Diurno,Instituto Politécnico de Setúbal,113.9
1041,Tecnologias e Design de Multimédia,Diurno,Instituto Politécnico de Viseu,122.9
1042,Tecnologias e Gestão Municipal,Diurno,Instituto Politécnico de Lisboa,126.2
1043,Tecnologias e Sistemas de Informação para a Web,Diurno,Instituto Politécnico do Porto,130.2
1044,Tecnologias para a Educação STEAM,Diurno,Instituto Politécnico do Porto,119.1
1045,Terapia Ocupacional,Diurno,Instituto Politécnico de Beja,113.7
1046,Terapia Ocupacional,Diurno,Instituto Politécnico de Leiria,121.8
1047,Terapia Ocupacional,Diurno,Instituto Politécnico do Porto,129.0
1048,Terapia da Fala,Diurno,Instituto Politécnico de Leiria,130.0
1049,Terapia da Fala,Diurno,Instituto Politécnico de Setúbal,130.4
1050,Terapia da Fala,Diurno,Instituto Politécnico do Porto,121.0
1051,Terapia da Fala,Diurno,Universidade de Aveiro,136.2
1052,Tradução,Diurno,Universidade Nova de Lisboa,141.5
1053,Tradução,Diurno,Universidade de Aveiro,142.4
1054,Tradução,Diurno,Universidade de Lisboa,137.3
1055,Tradução e Interpretação de Língua Gestual Portuguesa,Diurno,Instituto Politécnico de Setúbal,120.2
1056,Tradução e Interpretação em Língua Gestual Portuguesa,Diurno,Instituto Politécnico do Porto,136.7
1057,Tradução e Interpretação: Português/Chinês - Chinês/Português,Diurno,Instituto Politécnico de Leiria,134.7
1058,Treino Desportivo,Diurno,Instituto Politécnico de Santarém,113.4
1059,Turismo,Diurno,Instituto Politécnico de Beja,100.0
1060,Turismo,Diurno,Instituto Politécnico de Bragança,110.0
1061,Turismo,Diurno,Instituto Politécnico de Castelo Branco,113.9
1062,Turismo,Diurno,Instituto Politécnico de Coimbra,127.3
1063,Turismo,Diurno,Instituto Politécnico de Leiria,110.4
1064,Turismo,Diurno,Instituto Politécnico de Portalegre,106.0
1065,Turismo,Diurno,Instituto Politécnico de Viana do Castelo,124.9
1066,Turismo,Diurno,Instituto Politécnico de Viseu,108.5
1067,Turismo,Diurno,Universidade de Trás-os-Montes e Alto Douro,130.6
1068,Turismo,Diurno,Universidade de Évora,126.4
1069,Turismo,Diurno,Universidade do Algarve,102.0
1070,Turismo,Diurno,Universidade dos Açores,111.3
1071,Turismo,Pós-Laboral,Instituto Politécnico de Coimbra,115.8
1072,Turismo e Gestão do Património Cultural,Diurno,Instituto Politécnico de Tomar,115.2
1073,Turismo e Lazer,Diurno,Instituto Politécnico da Guarda,121.7
1074,Turismo em Espaços Rurais e Naturais,Diurno,Instituto Politécnico de Coimbra,108.4
1075,"Turismo, Território e Patrimónios",Diurno,Universidade de Coimbra,128.0
1076,Zootecnia,Diurno,Instituto Politécnico de Coimbra,114.9
1077,Zootecnia,Diurno,Instituto Politécnico de Santarém,108.0
